match_id,account_id,hero_id,player_slot,gold,gold_spent,gold_per_min,xp_per_min,kills,deaths,assists,denies,last_hits,stuns,hero_damage,hero_healing,tower_damage,item_0,item_1,item_2,item_3,item_4,item_5,level
3,0,19,129,2205,24295,523,630,18,11,19,9,183,77.1635,32146,0,3753,152,108,247,116,141,63,25
3,18,31,130,950,13280,323,436,7,16,24,3,44,0.8009769999999999,13820,1046,152,0,79,214,92,119,46,20
3,19,40,131,968,13000,331,302,5,19,28,0,105,0,13472,0,355,178,190,180,42,60,108,17
3,20,47,132,24,23505,500,631,20,11,19,14,166,0,27992,0,3241,98,249,0,116,63,51,25
4,0,8,0,4817,18605,732,683,8,2,10,14,268,0,11050,0,9411,1,50,147,0,145,247,20
4,21,39,1,3374,19675,707,694,18,4,9,5,139,0.100312,24979,0,1581,41,116,185,63,108,135,20
4,22,55,2,1315,14025,424,372,1,3,13,0,114,4.13965,6395,0,490,178,90,180,1,46,102,14
4,23,87,3,2306,9225,348,309,1,4,15,7,27,0,5420,0,319,65,108,46,214,16,16,13
4,24,69,4,2287,17450,624,541,9,3,12,0,120,0.366836,9916,2328,1261,1,231,65,46,81,108,18
4,25,101,128,994,7770,308,309,4,7,5,2,9,0,5813,446,0,37,92,180,16,254,218,13
4,26,100,129,102,5560,235,205,3,9,5,0,41,32.3754,7399,0,0,46,41,185,181,0,50,11
4,0,22,130,315,7770,271,313,4,5,6,0,61,2.00098,16016,0,0,180,178,190,102,46,0,13
4,5,67,131,517,10965,418,467,4,5,6,15,159,0,13006,0,0,170,50,36,56,137,0,16
4,27,21,132,102,6915,289,272,1,11,8,4,99,24.155,7830,0,45,41,50,77,23,60,21,12
5,0,32,0,3557,9115,496,507,13,6,14,1,37,0,12298,0,1022,196,71,63,181,36,170,15
5,28,27,1,2496,8655,411,309,3,7,16,2,54,12.197,5459,0,1894,214,36,46,60,1,30,11
5,5,67,2,2306,15665,631,644,13,3,19,12,118,0,16923,0,2547,137,50,36,71,147,212,17
5,0,106,3,1714,15015,604,626,14,1,21,7,99,0,20239,0,1241,48,170,145,185,1,41,17
5,29,71,4,271,10560,423,388,6,6,17,1,18,86.1794,8002,324,16,181,92,226,63,0,40,13
5,30,28,128,529,7210,321,302,2,10,4,11,81,51.221,2979,0,20,1,102,34,63,0,182,11
5,0,107,129,760,6945,319,330,5,12,8,0,16,34.0917,7764,0,0,190,36,92,180,73,0,12
5,31,62,130,987,6330,312,269,5,9,6,2,14,1.8,7405,0,0,86,181,180,40,36,1,11
5,0,84,131,1839,4490,285,346,2,9,8,4,18,18.7455,4806,0,0,0,60,46,36,0,29,13
5,0,11,132,3,10285,420,430,7,11,9,12,125,0,12035,0,0,26,63,46,162,0,116,14
6,28,20,0,524,10595,320,348,1,7,14,2,38,29.3819,5533,0,775,48,36,59,40,229,212,15
6,32,8,1,674,24215,719,776,20,3,9,7,290,5.5189900000000005,22060,0,3671,145,208,147,48,0,1,22
6,5,67,2,1289,18775,543,628,5,2,18,2,198,0,18519,0,2796,196,63,147,212,36,137,20
6,33,69,3,5056,14440,564,507,10,10,13,1,163,0.300571,16516,286,802,50,81,119,73,154,0,18
6,34,100,4,2687,14475,425,426,4,7,19,0,106,56.7867,11005,1195,423,231,36,92,46,152,0,16
6,35,30,128,867,7855,293,326,4,10,13,0,15,84.4562,8757,4445,163,254,46,37,36,180,188,14
6,36,41,129,93,17485,460,483,8,7,8,16,178,35.9411,12937,0,275,212,158,63,108,172,46,18
6,37,102,130,1737,8630,329,443,3,6,15,3,58,0,8781,4679,729,36,187,50,181,0,81,17
6,38,85,131,560,6425,245,250,5,11,15,0,44,0,6723,2049,310,182,0,46,0,231,0,12
6,0,11,132,1229,15335,531,551,8,10,9,6,224,0,15395,0,1492,63,41,36,212,116,154,19
7,39,53,0,3239,20220,607,517,9,3,14,1,228,0,9823,0,4327,204,194,88,37,65,48,19
7,40,44,1,1524,24835,638,816,16,3,13,14,200,13.7884,20971,0,4028,116,160,164,143,135,63,24
7,0,96,2,1557,12830,385,391,4,7,19,4,81,41.9868,11328,0,814,1,127,40,214,108,61,16
7,0,14,3,1343,17770,444,505,14,7,8,4,23,16.867,9760,1428,482,102,41,1,114,0,214,19
7,0,74,4,4237,15530,557,609,11,6,17,11,146,52.7943,16167,0,2179,108,1,100,48,65,40,21
7,0,93,128,912,17725,558,776,6,10,7,7,222,0,11362,0,111,65,249,116,63,212,51,24
7,41,30,129,1024,6930,250,240,6,11,4,3,53,40.3293,5901,70,0,0,116,0,180,0,182,13
7,0,35,130,1365,7740,301,320,3,12,10,0,86,0.266646,7921,0,0,63,36,249,0,46,0,15
7,42,21,131,280,15800,440,593,6,10,6,7,174,50.4703,10534,0,0,116,50,41,46,168,108,21
7,43,26,132,408,5015,191,225,1,12,8,1,52,29.1297,3705,0,0,36,187,0,214,0,77,12
8,44,44,0,237,11450,403,399,5,10,7,1,133,0,7074,0,65,145,29,71,116,46,164,15
8,45,28,1,1043,9555,352,410,3,9,7,2,64,44.0387,4474,0,527,1,151,63,46,21,8,16
8,0,85,2,1492,6005,246,269,2,6,7,6,31,0,5619,85,148,242,180,0,0,0,0,13
8,0,22,3,2716,7220,358,379,4,13,7,0,90,1.43356,10425,0,164,108,41,180,0,0,77,15
8,0,30,4,458,8570,303,394,3,13,9,7,24,40.7271,8786,3375,242,29,73,254,44,60,181,15
8,0,71,128,1712,14295,461,476,9,3,11,0,52,73.4949,8562,405,959,9,92,249,63,55,46,17
8,46,93,129,1123,19225,588,686,17,2,8,3,113,7.84124,16569,0,550,170,249,135,212,63,143,20
8,47,46,130,4926,14520,604,733,15,4,11,5,103,0,20864,0,3889,41,168,50,0,141,1,21
8,0,18,131,1686,16120,545,500,4,4,7,7,204,25.7897,8920,0,4207,172,4,63,116,55,141,17
8,48,39,132,2882,11995,439,405,5,5,13,3,69,0,10620,0,2251,46,77,123,63,181,108,16
9,0,58,0,974,13765,309,465,8,8,11,5,54,0,10240,2035,467,73,48,79,108,149,0,20
9,0,28,1,874,7300,221,244,5,17,4,7,48,31.742,3368,0,212,182,36,63,1,8,21,15
9,0,44,2,68,18675,395,437,12,12,14,21,195,6.22168,15172,0,412,145,50,116,168,143,0,20
9,0,86,3,497,8980,232,281,4,14,15,3,42,89.6253,9757,325,280,1,41,180,90,43,0,16
9,0,39,4,599,14345,393,615,8,7,20,8,180,0,20021,0,530,98,63,41,129,108,77,24
9,49,36,128,5389,18175,500,659,16,5,25,0,187,23.0754,15487,3097,2594,94,137,63,108,46,160,25
9,50,26,129,3522,16475,404,615,11,6,23,12,47,101.144,17446,0,287,104,176,214,1,108,46,24
9,51,74,130,2012,14135,356,395,9,12,18,7,63,61.316,16312,0,1410,41,50,98,3,135,2,19
9,52,48,131,3925,28675,651,658,15,3,14,6,358,13.2654,21432,0,5486,116,249,156,147,139,63,25
9,0,14,132,1679,10175,332,399,6,14,18,3,77,31.0308,11241,0,92,214,131,108,61,0,0,19
10,0,35,0,3063,7560,398,366,4,2,6,14,85,0.133262,6450,0,1137,152,44,212,55,0,63,13
10,0,50,1,252,6355,243,274,0,2,3,3,7,0,1034,2344,503,180,40,187,46,44,0,11
10,53,44,2,6957,17325,917,871,24,1,3,11,224,13.5644,26143,0,3719,50,208,46,41,145,168,20
10,54,69,3,835,13040,533,402,3,4,2,0,114,0.0333154,2709,421,608,65,1,50,11,81,108,14
10,55,29,4,673,10925,415,570,1,4,14,1,52,27.860500000000002,8670,213,425,1,231,19,73,46,36,16
10,56,14,128,765,3500,205,198,3,10,3,0,13,17.2961,4862,0,0,214,4,41,19,0,0,9
10,57,103,129,28,5550,225,205,2,7,4,0,19,49.0547,5451,0,0,0,36,29,0,46,229,9
10,58,72,130,1701,7000,386,449,5,6,3,6,119,8.33132,9289,0,109,63,164,36,0,212,170,14
10,59,56,131,113,5245,220,271,2,5,2,1,24,0,4187,0,520,98,0,29,0,0,0,11
10,60,30,132,498,4105,211,198,1,7,4,0,25,50.7206,7897,0,6,94,180,60,39,0,0,9
11,0,94,0,1272,25545,581,593,7,8,19,5,427,32.6871,18083,0,543,158,50,65,160,247,139,25
11,0,28,1,552,17525,339,462,3,13,13,8,170,43.2995,5810,0,101,1,116,0,50,112,46,22
11,0,3,2,2365,11410,307,517,4,8,14,2,25,145.831,6753,0,15,29,1,36,43,127,108,23
11,0,11,3,1181,26930,597,597,21,11,7,8,309,0.10030299999999999,21868,0,543,63,164,249,135,160,116,25
11,61,50,4,3832,12075,310,430,5,9,11,0,54,1.53857,4001,2982,22,90,92,40,180,187,0,21
11,62,40,128,3932,17210,423,469,11,7,22,8,160,0,23286,0,739,50,152,108,123,46,40,22
11,63,75,129,3343,24220,564,601,15,11,17,6,236,0,20613,1382,1065,123,231,1,65,108,206,25
11,0,46,130,4149,28215,603,599,14,3,8,8,364,0,21795,0,6416,116,48,1,112,139,168,25
11,64,96,131,5288,16025,448,592,8,9,15,4,163,48.3387,15146,0,551,0,210,1,127,214,114,25
11,65,104,132,754,18975,423,426,0,12,10,1,286,0,5272,0,2439,1,127,112,5,63,168,21
12,66,93,0,1541,26485,554,498,18,13,14,4,348,44.2536,23671,0,2495,208,48,249,135,170,0,25
12,67,74,1,6259,28935,584,487,19,9,23,25,447,149.446,26284,0,2884,108,48,116,1,235,0,25
12,68,22,2,1837,14735,276,368,5,9,32,1,145,3.13357,22407,0,173,178,29,30,1,194,102,21
12,69,101,3,814,15755,337,464,13,13,24,4,105,0,16775,0,308,26,102,96,46,180,94,24
12,70,41,4,1540,27280,522,494,9,12,23,17,411,49.8266,12707,0,926,158,52,116,172,220,108,25
12,71,105,128,1157,23525,419,414,15,13,6,0,233,29.2632,20213,0,403,102,37,108,235,121,29,23
12,0,21,129,216,21830,453,487,12,12,11,5,212,73.4854,23446,0,3000,48,1,141,21,51,108,25
12,0,1,130,1554,39915,688,487,17,10,4,1,627,32.7706,20328,613,5553,48,145,139,147,208,114,25
12,72,7,131,114,24685,362,403,4,27,9,1,134,89.807,9870,0,880,0,1,65,102,48,226,22
12,73,18,132,2302,23640,422,486,7,13,16,4,160,53.1538,15999,0,1900,1,141,116,63,247,0,25
13,0,81,0,3534,16720,496,527,5,6,6,9,271,21.2435,5843,0,3520,112,40,164,63,147,151,20
13,0,100,1,1309,14230,409,393,8,9,11,0,81,32.9661,12612,0,0,168,152,50,36,46,185,17
13,74,25,2,903,15705,390,379,8,3,8,2,116,57.8512,11122,216,1842,121,50,100,0,21,46,17
13,0,63,3,853,15735,410,502,3,4,12,1,134,0,8169,0,2659,63,212,123,46,168,51,19
13,0,32,4,3443,13510,416,524,10,3,4,4,91,2.60908,11532,0,1801,196,181,154,30,63,143,20
13,75,6,128,1160,11800,340,338,4,5,6,2,131,0.200615,7503,0,1733,63,135,152,0,44,164,16
13,76,60,129,569,14665,376,429,7,4,5,17,192,1.80171,7619,240,839,63,46,92,0,112,108,18
13,0,74,130,712,8495,267,300,5,9,8,1,63,25.0634,7039,0,382,29,1,100,77,23,21,15
13,0,7,131,1065,8660,274,341,3,13,12,3,73,98.7213,8914,0,214,1,180,218,0,46,0,16
13,77,21,132,478,13835,376,421,6,5,5,4,158,28.8984,9422,0,538,1,50,102,41,46,108,18
14,0,75,0,1509,8740,368,342,4,5,6,9,41,2.53271,8787,0,797,63,100,36,46,67,43,13
14,0,1,1,1941,11785,500,377,4,5,5,13,148,0.500513,5655,0,1645,145,147,16,0,0,63,14
14,53,44,2,4267,23190,926,1102,22,3,1,13,274,15.7347,25731,0,3757,208,50,145,170,0,112,24
14,0,7,3,2740,9325,427,372,3,4,12,2,58,36.6104,6092,0,638,60,0,180,1,46,0,14
14,78,28,4,4219,10620,512,522,8,4,7,4,92,46.3562,10271,0,1557,0,168,1,151,63,0,16
14,79,100,128,1445,5590,304,366,2,11,2,3,75,21.6281,6205,0,0,185,11,50,46,30,215,14
14,80,22,129,1633,6780,354,476,5,11,4,0,29,1.30024,9329,0,0,41,190,23,21,180,0,16
14,81,105,130,53,5725,202,216,7,6,1,0,20,6.56506,8783,0,0,59,60,178,0,21,0,11
14,0,32,131,1695,4935,265,349,2,7,1,4,48,0,2586,0,0,22,63,44,71,22,19,13
14,0,33,132,188,8070,308,333,4,8,4,0,68,7.39868,3389,0,0,1,92,116,29,0,0,13
15,0,20,0,1056,15300,353,534,6,9,19,0,61,47.3095,10035,0,1134,102,90,48,229,0,212,23
15,82,104,1,1064,20225,507,625,16,12,15,1,247,0.6687109999999999,16019,0,3888,48,71,135,1,247,112,25
15,0,2,2,2310,11540,332,384,7,17,8,1,98,0,9311,0,651,1,127,36,0,125,48,19
15,83,93,3,2297,12770,384,616,7,13,20,1,128,0.200625,12985,0,1349,41,152,63,181,46,135,24
15,0,34,4,1311,18820,514,622,16,14,13,11,241,0,26112,0,386,41,176,204,1,178,48,25
15,0,14,128,2128,22425,517,627,12,14,23,3,125,49.6025,25387,0,2108,102,127,114,48,108,0,25
15,0,21,129,2063,17185,453,582,11,11,12,9,149,41.9745,15611,0,6239,48,108,50,166,135,0,24
15,76,47,130,5576,18285,500,626,14,8,20,6,149,0,15626,0,3660,63,46,147,212,108,139,25
15,0,22,131,2132,18565,459,610,13,9,28,0,117,3.6028700000000002,28241,0,209,235,108,110,180,41,0,24
15,84,44,132,2057,21175,528,627,12,14,17,3,299,7.45933,15704,0,3176,145,0,48,116,168,143,25
16,0,2,0,1099,16475,412,463,8,15,11,1,257,0,11004,0,445,1,127,58,242,90,214,22
16,0,86,1,610,16285,353,477,2,4,18,5,143,76.9391,8208,0,151,180,108,102,1,58,0,22
16,85,81,2,2457,19170,427,498,15,13,6,6,201,38.6888,17867,0,2913,151,116,164,63,170,112,23
16,0,4,3,3907,18880,484,586,15,8,12,9,256,2.07393,21934,554,1981,127,36,114,63,143,154,25
16,0,14,4,2593,14330,354,469,9,9,10,1,117,32.5207,12417,0,336,214,108,41,1,119,46,22
16,86,73,128,10635,30975,789,587,12,8,24,4,402,38.743,20456,0,6581,235,147,112,114,48,137,25
16,87,74,129,1792,17485,422,538,8,11,16,3,204,102.433,10092,0,2899,108,98,50,1,168,46,23
16,88,5,130,1147,14720,305,393,3,10,20,1,58,18.6478,7350,0,595,254,1,100,37,214,48,20
16,89,98,131,2418,25600,528,585,19,9,15,4,217,0,21149,515,935,108,121,235,29,114,127,25
16,90,68,132,2214,13620,348,358,3,13,17,1,107,26.7671,10043,0,0,65,48,100,118,108,0,19
17,63,62,0,1872,21260,456,504,9,13,17,1,111,2.20171,15696,2678,1258,185,96,1,180,168,81,24
17,62,25,1,3150,18275,411,470,10,11,16,7,187,124.583,14948,0,2151,48,100,1,61,43,108,23
17,91,71,2,2066,19815,399,420,13,13,14,2,106,153.77,17838,0,606,63,116,249,135,172,40,22
17,0,72,3,933,23025,462,461,13,12,18,4,269,19.0461,21210,0,2733,50,156,116,152,0,147,23
17,92,46,4,1872,33240,556,514,12,8,15,10,363,0.13375,19222,0,5361,116,1,135,220,139,154,25
17,0,68,128,1627,11905,241,279,2,9,14,3,52,2.94336,4859,0,34,29,187,254,0,0,108,18
17,93,63,129,2811,24700,523,511,16,13,17,1,253,0.501514,22208,0,5765,63,123,139,168,166,135,25
17,0,74,130,1361,19870,382,476,6,15,19,10,203,69.7029,11004,0,811,102,100,116,48,108,0,24
17,0,34,131,2914,21470,437,516,16,8,28,4,224,0,30328,0,78,41,204,1,220,30,121,25
17,94,109,132,366,26185,501,512,16,12,20,23,308,0,17971,19,2908,160,114,147,154,21,48,25
18,95,75,0,1353,15325,337,463,5,4,15,1,74,0,10708,0,1331,96,0,63,254,0,102,20
18,96,68,1,723,8775,230,243,3,7,4,2,77,3.74353,8058,0,60,37,214,46,108,0,0,14
18,97,46,2,345,20445,545,610,13,6,10,3,341,0.100283,18214,0,1633,41,1,135,168,141,63,23
18,98,107,3,2130,11180,289,340,6,4,15,4,91,110.199,12349,1449,33,180,36,1,108,0,92,17
18,99,72,4,1127,28045,609,637,11,6,10,30,482,9.9841,24415,0,3209,164,116,154,135,139,48,24
18,100,73,128,3593,40450,888,698,3,6,8,2,420,42.177,12919,0,3225,112,116,137,147,235,48,25
18,0,100,129,4436,9685,315,348,5,12,11,1,50,34.8042,5639,154,0,92,30,185,36,180,102,17
18,101,93,130,4017,24940,579,691,7,3,8,2,365,0.167178,11516,0,4213,160,135,63,117,154,152,25
18,102,9,131,1628,12655,330,354,4,9,10,4,83,49.2298,8887,0,607,63,46,212,36,154,116,17
18,103,61,132,808,24405,529,529,8,8,9,6,291,0,9770,0,749,229,1,50,21,112,154,21
19,104,36,0,1569,10415,339,293,4,9,13,0,54,2.7709200000000003,3201,3179,80,102,29,42,108,37,46,14
19,105,76,1,1812,16135,536,500,5,7,8,54,189,46.4033,8693,0,1545,36,119,37,63,98,152,18
19,106,7,2,935,10965,320,302,1,5,11,9,57,41.7219,3785,0,528,180,60,1,36,60,60,14
19,107,19,3,1691,29150,801,759,17,2,12,7,296,51.079,27276,0,12778,52,1,112,108,135,48,23
19,108,91,4,2368,9715,362,393,6,5,10,3,29,16.9054,7805,7840,804,36,100,254,41,92,48,16
19,109,51,128,209,6250,218,230,0,11,12,0,48,26.2115,7665,0,0,0,36,185,63,46,73,12
19,110,93,129,1199,26490,766,876,22,3,4,28,299,0,20585,0,29,110,154,143,160,116,63,25
19,111,34,130,24,8245,242,219,0,7,5,3,128,0,3136,0,18,1,48,31,178,6,77,11
19,0,73,131,2,21365,627,520,3,8,13,3,237,58.9848,12128,0,651,229,50,210,31,114,137,19
19,0,30,132,395,8070,246,255,3,6,8,0,17,41.2861,4508,2775,58,36,254,92,42,63,46,13
20,112,71,0,2961,15100,472,517,9,3,11,1,73,110.162,11219,1159,274,92,226,135,63,65,46,19
20,113,59,1,1360,18845,591,705,14,9,10,19,153,0,20928,0,5710,151,229,116,63,112,164,22
20,114,95,2,767,18275,512,514,4,5,6,8,229,7.3844,7174,0,3952,50,46,164,147,160,152,19
20,115,21,3,658,13225,366,360,6,4,11,6,51,42.1866,8205,0,1596,50,24,69,1,46,108,16
20,0,7,4,2,12090,322,233,3,9,17,1,39,49.9467,6216,0,96,48,46,218,37,1,102,12
20,116,69,128,698,17665,508,418,10,8,3,0,150,0.13375,6523,0,0,55,50,108,9,65,249,17
20,117,31,129,3262,7625,298,464,4,7,11,4,24,0.8009769999999999,9387,1086,27,214,37,102,46,92,0,18
20,118,39,130,1006,9065,385,443,7,13,10,7,137,0,9510,0,73,77,63,41,108,0,77,17
20,119,8,131,1559,14465,443,555,3,7,8,25,239,0,8011,0,728,7,145,154,7,71,50,20
20,120,55,132,2010,13935,428,458,6,3,10,2,199,12.0254,9194,1705,125,90,178,1,46,231,21,18
21,116,106,0,5474,13645,600,633,11,6,18,4,146,0,19217,0,1731,63,36,41,145,141,0,20
21,117,84,1,5176,7445,360,419,3,3,16,1,45,25.0869,7758,0,371,214,108,42,0,36,0,16
21,121,102,2,4222,11905,466,504,9,5,15,5,96,0,12710,4456,1671,114,57,81,0,0,50,17
21,122,50,3,2825,9560,384,383,3,8,14,2,43,5.50232,5756,7408,884,79,180,46,23,0,36,15
21,123,1,4,7554,15325,665,583,12,3,12,10,229,7.11902,14663,0,6825,147,63,0,145,143,46,19
21,124,21,128,243,8735,314,321,3,9,8,7,101,63.1202,12453,0,914,77,50,46,1,41,67,14
21,125,2,129,323,10485,383,489,7,9,5,0,136,0,9485,0,34,1,127,36,214,46,242,17
21,126,22,130,271,8265,306,350,4,10,13,2,78,5.21025,20435,0,0,180,46,100,1,0,0,14
21,0,14,131,345,4885,208,244,4,10,7,3,26,22.8659,8109,0,0,214,46,218,188,36,41,12
21,0,42,132,581,15115,481,541,4,4,4,3,191,32.1488,6469,728,0,50,116,65,145,143,0,18
22,0,9,0,5032,11745,372,470,3,5,26,0,95,70.7939,11975,0,1567,63,147,181,174,88,0,20
22,127,7,1,3384,14770,413,577,5,6,30,4,135,134.108,15073,0,1768,1,178,102,100,108,214,22
22,0,32,2,59,20855,462,607,21,8,15,8,55,0,18597,0,859,143,39,139,50,154,196,23
22,40,93,3,2380,21125,525,712,12,7,22,4,207,0,25226,0,2801,98,116,152,63,160,212,25
22,128,21,4,830,21405,499,580,13,7,17,4,193,74.0079,16764,0,3817,166,116,48,1,149,108,22
22,129,39,128,48,16795,422,538,12,10,8,0,119,0.033417999999999996,19159,0,269,41,46,58,63,108,135,21
22,0,69,129,490,11415,314,311,2,9,10,1,107,0.133628,6957,0,179,242,90,36,40,88,63,16
22,130,26,130,748,8380,248,310,4,11,10,0,11,61.5619,8763,0,184,214,73,1,42,0,60,16
22,131,78,131,368,14325,416,571,8,13,11,5,193,67.3118,21434,0,319,63,21,137,1,41,8,22
22,132,42,132,862,13080,362,405,6,12,7,1,181,44.827,8339,292,0,151,116,36,46,63,51,18
23,133,68,0,2359,17380,420,397,7,6,22,3,57,53.6836,11916,0,897,218,102,100,254,214,108,18
23,0,100,1,1519,20340,498,506,12,13,16,6,155,62.1693,20080,0,1821,63,116,249,112,46,185,21
23,134,47,2,4429,14885,426,444,6,10,14,7,130,0,14572,0,2085,212,114,41,63,46,154,19
23,135,1,3,9515,21925,678,712,9,5,6,8,385,16.4213,11341,369,6735,63,145,208,147,81,46,25
23,0,62,4,3772,14220,418,336,8,16,15,0,28,1.90222,9927,878,403,231,96,30,0,187,46,17
23,40,42,128,2111,19335,438,500,10,2,16,14,216,61.6239,14168,2467,763,151,116,1,127,48,143,20
23,136,3,129,358,13145,310,349,15,8,19,0,18,83.8035,15397,655,408,231,254,1,218,178,188,17
23,137,59,130,6,12730,337,395,8,13,11,6,115,0,15348,0,685,114,151,63,164,46,0,18
23,0,22,131,196,13200,329,401,5,12,32,1,123,1.9014700000000002,22321,0,0,180,108,69,102,0,46,18
23,138,21,132,698,11935,338,376,11,7,14,3,88,74.5566,12441,0,689,50,1,36,108,77,30,18
24,139,87,0,1571,12485,297,397,5,8,23,2,52,0,8100,1076,106,79,214,0,77,108,218,19
24,140,39,1,1203,15120,384,434,13,11,18,5,144,0,25765,0,575,116,108,41,63,129,0,20
24,141,85,2,1210,11325,286,356,4,12,27,5,86,0,9201,1077,172,90,242,127,180,0,0,18
24,142,74,3,5,14205,377,466,10,8,13,16,154,86.4473,15232,0,1529,50,100,98,36,46,108,21
24,143,62,4,1031,17845,417,421,8,11,7,6,139,1.8026900000000001,9998,0,416,116,50,212,145,46,160,20
24,0,109,128,7214,22070,629,604,13,9,22,5,349,0,17141,0,9209,48,141,162,0,116,147,24
24,144,7,129,2926,15590,374,482,7,4,25,1,54,118.965,16041,0,729,180,40,108,1,110,0,21
24,145,98,130,3819,15890,439,454,11,12,16,1,209,0,17796,395,787,63,121,127,36,46,114,20
24,146,75,131,2348,20320,487,612,14,6,15,4,141,0,23708,0,1358,112,0,96,0,0,249,24
24,147,26,132,3818,8655,288,312,5,13,19,2,45,65.5966,8568,0,356,102,42,46,0,214,36,17
25,0,21,0,1713,15255,478,498,15,8,4,9,114,51.1128,14107,0,1154,141,41,0,50,1,108,19
25,148,23,1,4553,11760,436,473,4,7,11,5,104,53.6912,11054,0,1018,41,249,46,0,50,185,19
25,149,109,2,4382,15800,528,521,2,3,12,13,260,0,11185,108,3333,137,185,147,48,182,88,20
25,0,43,3,3237,7295,283,246,1,11,15,6,36,0,5472,0,329,79,214,28,178,23,46,13
25,0,104,4,6199,18375,607,809,12,3,12,0,200,19.9909,17406,0,6729,1,208,164,112,63,0,25
25,150,87,128,156,7620,214,213,5,9,12,3,14,0,7289,0,22,218,102,0,46,92,180,12
25,0,72,129,158,18865,527,569,11,7,9,8,256,44.1858,19170,0,272,50,116,3,135,164,154,21
25,151,106,130,391,9080,298,401,6,8,9,5,133,0,10664,0,0,145,0,69,50,0,36,17
25,0,102,131,413,11085,314,587,8,3,13,1,59,0,9785,7512,0,79,36,127,21,214,0,21
25,0,1,132,979,12500,392,446,2,7,2,14,282,0.167432,3129,105,875,71,145,81,63,0,170,18
26,0,32,0,3117,8215,412,265,3,1,4,0,45,0,5228,0,1051,174,36,63,0,181,170,11
26,0,70,1,833,13110,520,508,5,0,4,0,76,0,4991,177,1345,81,50,1,117,30,135,15
26,0,36,2,285,11895,498,375,5,6,11,7,76,6.16498,5934,1194,1254,36,231,123,0,46,0,13
26,152,46,3,1958,15375,668,560,11,0,5,7,104,0,14731,0,3687,168,170,29,1,133,41,16
26,0,11,4,2847,13415,642,584,4,2,9,14,168,0,10067,0,4582,63,151,147,212,55,26,16
26,0,69,128,127,10470,398,402,4,5,4,2,75,4.59896,6405,96,62,108,0,50,81,0,0,13
26,153,74,129,520,7635,361,409,2,5,1,16,102,6.63171,5200,0,518,77,65,100,50,36,0,13
26,0,90,130,628,2885,158,140,1,9,1,0,22,9.630980000000001,3517,0,0,214,44,218,16,0,0,8
26,40,44,131,1326,7410,269,284,1,5,1,4,80,0,2622,0,138,0,1,0,0,0,0,11
26,154,98,132,819,3565,191,193,1,5,1,6,37,0,7234,0,0,36,180,182,178,46,0,9
27,40,102,0,969,8790,287,292,3,10,8,1,32,0,6467,1178,0,180,34,81,23,21,42,13
27,0,104,1,449,13960,471,606,12,12,7,2,90,0,18369,0,58,151,41,1,116,63,7,20
27,155,77,2,509,11385,386,451,3,9,6,3,147,0,5908,152,332,46,71,81,106,63,168,17
27,0,28,3,910,8890,374,428,6,12,8,1,68,92.1586,10934,0,0,36,1,63,11,168,71,16
27,0,53,4,279,12750,412,412,1,8,7,3,177,0,8024,0,1613,65,63,152,108,23,0,16
27,0,106,128,391,24255,735,918,18,5,15,3,262,0,27035,0,1940,0,36,141,220,145,41,25
27,156,93,129,1121,16275,550,487,7,7,15,6,170,0,15217,0,1712,249,63,48,212,181,154,18
27,0,62,130,188,17945,507,386,5,5,15,0,36,2.00122,8177,0,669,180,168,123,226,181,71,16
27,157,69,131,4320,17075,624,627,7,3,13,3,174,0.5673389999999999,16109,1425,5443,81,112,50,73,48,108,20
27,158,75,132,4749,10680,441,415,12,7,13,7,23,10.0342,13793,1235,1653,231,36,100,46,77,0,16
28,159,86,0,1826,10040,331,353,4,7,16,3,20,37.6628,6273,0,309,214,46,100,178,0,36,15
28,0,1,1,6158,22935,795,755,16,4,8,4,333,5.98593,16503,571,7617,135,145,63,81,147,143,23
28,0,102,2,2114,11000,332,365,4,2,16,1,18,0,5633,2638,204,229,79,102,214,0,188,15
28,160,46,3,2673,24535,631,703,13,6,10,2,186,0,21452,0,3141,141,1,116,63,168,65,22
28,161,71,4,2000,14035,447,483,9,5,16,4,79,142.332,16538,266,820,92,36,108,63,112,30,18
28,40,67,128,547,12690,433,460,7,8,9,18,180,0,12406,0,0,50,61,125,11,137,9,17
28,162,111,129,420,8980,294,316,4,9,6,6,55,2.50854,7842,2315,16,36,100,46,40,180,58,14
28,0,62,130,1669,8330,338,351,3,11,9,0,16,2.20366,8311,222,0,180,42,1,185,92,0,15
28,0,75,131,161,10465,338,410,5,8,10,4,99,0,15572,0,0,98,102,46,60,0,63,16
28,163,47,132,1099,4435,234,258,2,10,10,5,70,0,9046,1453,0,79,29,41,46,75,0,13
29,164,106,0,1259,24400,512,573,17,8,25,2,364,0,27625,0,1046,145,141,63,145,141,46,25
29,0,100,1,1015,17140,363,427,15,9,9,6,140,59.699,17194,0,933,249,149,168,0,88,48,21
29,0,9,2,455,18000,362,446,7,7,12,3,180,62.8577,10582,0,701,50,36,123,46,170,160,22
29,0,14,3,197,18735,378,484,21,8,11,3,96,57.8713,27474,560,321,53,127,1,214,108,102,22
29,0,62,4,153,19490,350,331,3,10,14,0,37,2.43079,6214,2229,156,231,242,46,90,100,0,18
29,165,35,128,2404,18205,377,347,11,18,18,4,109,0.200015,15450,0,1434,172,50,0,116,141,170,19
