item_id,time,player_slot,match_id
44,-69,130,1
16,-63,130,1
20,-52,130,1
39,280,130,1
84,310,130,1
29,380,130,1
34,384,130,1
46,444,130,1
36,514,130,1
16,514,130,1
20,575,130,1
13,575,130,1
73,682,130,1
46,689,130,1
12,754,130,1
214,754,130,1
27,754,130,1
46,756,130,1
42,757,130,1
23,973,130,1
27,975,130,1
46,1109,130,1
102,1182,130,1
42,1277,130,1
42,1278,130,1
31,1280,130,1
46,1357,130,1
46,1430,130,1
254,1488,130,1
215,1488,130,1
42,1590,130,1
60,1765,130,1
21,1826,130,1
23,1996,130,1
22,2086,130,1
108,2151,130,1
46,2153,130,1
46,2154,130,1
42,2157,130,1
21,2252,130,1
8,2281,130,1
116,2382,130,1
46,2409,130,1
46,2410,130,1
29,2553,130,1
48,2553,130,1
216,-85,131,1
44,-85,131,1
182,-84,131,1
16,-84,131,1
39,-83,131,1
14,102,131,1
71,102,131,1
29,276,131,1
2,276,131,1
50,375,131,1
2,375,131,1
28,471,131,1
13,471,131,1
46,501,131,1
13,534,131,1
46,540,131,1
92,572,131,1
16,576,131,1
20,616,131,1
46,619,131,1
34,841,131,1
11,848,131,1
36,869,131,1
22,957,131,1
170,1015,131,1
18,1015,131,1
24,1272,131,1
147,1344,131,1
46,1465,131,1
22,1711,131,1
19,1711,131,1
174,1712,131,1
53,2000,131,1
61,2092,131,1
114,2114,131,1
46,2189,131,1
8,2349,131,1
25,2349,131,1
166,2385,131,1
55,2412,131,1
158,2482,131,1
46,2542,131,1
196,2563,131,1
182,-63,132,1
44,-62,132,1
39,-62,132,1
216,-62,132,1
41,163,132,1
46,247,132,1
29,319,132,1
46,344,132,1
20,480,132,1
16,481,132,1
36,481,132,1
34,481,132,1
20,496,132,1
14,496,132,1
75,496,132,1
46,516,132,1
28,573,132,1
88,573,132,1
12,573,132,1
212,591,132,1
46,820,132,1
48,1029,132,1
56,1257,132,1
69,1258,132,1
57,1258,132,1
11,1313,132,1
5,1474,132,1
145,1670,132,1
3,1670,132,1
1,2029,132,1
3,2246,132,1
2,2246,132,1
149,2246,132,1
51,2421,132,1
141,2436,132,1
3,2564,132,1
5,2564,132,1
56,2564,132,1
69,2564,132,1
57,2564,132,1
145,2564,132,1
11,2564,132,1
182,-85,0,2
44,-77,0,2
20,-73,0,2
16,-72,0,2
16,-71,0,2
41,134,0,2
36,207,0,2
34,207,0,2
29,288,0,2
46,359,0,2
12,378,0,2
214,412,0,2
27,412,0,2
46,434,0,2
19,511,0,2
46,632,0,2
46,827,0,2
4,882,0,2
46,884,0,2
46,1037,0,2
46,1113,0,2
3,1198,0,2
46,1217,0,2
127,1229,0,2
27,1322,0,2
46,1416,0,2
46,1559,0,2
46,1667,0,2
46,1697,0,2
23,1908,0,2
46,1937,0,2
102,2190,0,2
46,2287,0,2
44,-60,1,2
16,-59,1,2
41,63,1,2
29,171,1,2
17,369,1,2
25,375,1,2
46,382,1,2
17,451,1,2
63,492,1,2
20,733,1,2
34,733,1,2
20,734,1,2
13,734,1,2
73,734,1,2
36,736,1,2
46,742,1,2
19,867,1,2
46,926,1,2
46,996,1,2
185,1085,1,2
21,1211,1,2
17,1276,1,2
162,1394,1,2
46,1403,1,2
22,1818,1,2
18,1818,1,2
170,1818,1,2
154,1847,1,2
46,1927,1,2
24,2218,1,2
147,2375,1,2
20,-78,2,2
16,-78,2,2
14,-73,2,2
44,-72,2,2
38,-70,2,2
36,157,2,2
34,157,2,2
46,199,2,2
20,201,2,2
28,228,2,2
12,270,2,2
75,387,2,2
88,387,2,2
212,387,2,2
84,440,2,2
29,493,2,2
46,494,2,2
46,532,2,2
22,661,2,2
18,720,2,2
170,755,2,2
25,873,2,2
63,873,2,2
17,873,2,2
46,972,2,2
46,973,2,2
46,1079,2,2
24,1230,2,2
46,1456,2,2
46,1465,2,2
8,1536,2,2
25,1753,2,2
166,1789,2,2
57,1893,2,2
69,2125,2,2
56,2125,2,2
123,2321,2,2
11,-69,3,2
44,-68,3,2
39,-67,3,2
46,336,3,2
46,504,3,2
46,572,3,2
65,625,3,2
25,625,3,2
26,860,3,2
172,985,3,2
5,1398,3,2
3,1494,3,2
56,1743,3,2
57,1862,3,2
69,1892,3,2
145,1892,3,2
8,2208,3,2
21,2209,3,2
116,2363,3,2
29,2612,3,2
45,-75,4,2
44,-73,4,2
39,-71,4,2
38,-71,4,2
42,-70,4,2
42,-68,4,2
46,239,4,2
29,304,4,2
42,387,4,2
46,517,4,2
46,722,4,2
42,757,4,2
42,759,4,2
180,880,4,2
59,880,4,2
42,885,4,2
42,886,4,2
43,989,4,2
218,993,4,2
42,993,4,2
46,995,4,2
218,1017,4,2
43,1119,4,2
42,1229,4,2
42,1418,4,2
218,1419,4,2
43,1419,4,2
60,1458,4,2
42,1743,4,2
42,1744,4,2
218,1745,4,2
43,1745,4,2
43,1867,4,2
42,2090,4,2
23,2160,4,2
42,2251,4,2
21,2568,4,2
44,-77,128,2
44,-76,128,2
216,-76,128,2
44,-70,128,2
28,-66,128,2
12,-63,128,2
39,-58,128,2
39,-52,128,2
88,79,128,2
28,79,128,2
29,204,128,2
46,259,128,2
216,262,128,2
17,327,128,2
63,408,128,2
25,408,128,2
34,453,128,2
20,467,128,2
16,467,128,2
16,468,128,2
20,513,128,2
13,513,128,2
73,513,128,2
36,561,128,2
19,573,128,2
46,641,128,2
185,742,128,2
27,841,128,2
46,860,128,2
16,899,128,2
46,921,128,2
26,1023,128,2
46,1039,128,2
94,1068,128,2
46,1095,128,2
81,1137,128,2
40,1253,128,2
46,1363,128,2
21,1465,128,2
23,1466,128,2
60,1604,128,2
22,1765,128,2
108,1778,128,2
46,1787,128,2
46,1840,128,2
46,2115,128,2
1,2321,128,2
56,2415,128,2
69,2462,128,2
57,2462,128,2
56,2497,128,2
69,2573,128,2
57,2573,128,2
110,2682,128,2
44,-79,129,2
45,-73,129,2
42,-71,129,2
38,-68,129,2
38,-67,129,2
13,-66,129,2
46,97,129,2
29,255,129,2
46,418,129,2
180,505,129,2
59,505,129,2
42,586,129,2
218,587,129,2
43,587,129,2
46,591,129,2
84,625,129,2
46,735,129,2
46,819,129,2
42,822,129,2
42,823,129,2
218,831,129,2
46,986,129,2
46,1159,129,2
46,1220,129,2
1,1368,129,2
42,1454,129,2
218,1455,129,2
43,1455,129,2
46,1462,129,2
218,1573,129,2
43,1573,129,2
46,1574,129,2
46,1575,129,2
6,1852,129,2
46,1853,129,2
42,1855,129,2
20,1885,129,2
15,1908,129,2
77,2013,129,2
190,2049,129,2
42,2134,129,2
218,2136,129,2
43,2136,129,2
218,2139,129,2
42,2139,129,2
46,2145,129,2
60,2154,129,2
21,2311,129,2
42,2321,129,2
23,2458,129,2
22,2469,129,2
108,2492,129,2
23,2639,129,2
27,2639,129,2
102,2682,129,2
20,-62,130,2
14,-62,130,2
75,-62,130,2
12,-60,130,2
44,-57,130,2
28,112,130,2
88,167,130,2
212,167,130,2
56,257,130,2
57,375,130,2
69,402,130,2
29,463,130,2
17,556,130,2
25,587,130,2
63,639,130,2
46,678,130,2
46,752,130,2
46,755,130,2
46,897,130,2
24,1216,130,2
46,1424,130,2
123,1589,130,2
22,1866,130,2
18,1866,130,2
170,1866,130,2
24,2081,130,2
147,2108,130,2
46,2357,130,2
10,2515,130,2
52,2518,130,2
32,2532,130,2
139,2546,130,2
26,2687,130,2
164,2687,130,2
6,2687,130,2
44,-84,131,2
12,-83,131,2
16,-82,131,2
16,-81,131,2
39,-80,131,2
88,213,131,2
28,213,131,2
20,222,131,2
14,222,131,2
75,223,131,2
46,229,131,2
212,234,131,2
29,367,131,2
46,403,131,2
17,658,131,2
25,759,131,2
63,785,131,2
46,861,131,2
20,916,131,2
34,916,131,2
36,938,131,2
46,1025,131,2
22,1058,131,2
46,1130,131,2
22,1291,131,2
19,1380,131,2
174,1443,131,2
40,1551,131,2
46,1554,131,2
26,1697,131,2
27,1766,131,2
16,1766,131,2
94,1766,131,2
212,1792,131,2
81,1810,131,2
22,2056,131,2
18,2056,131,2
170,2056,131,2
24,2306,131,2
147,2382,131,2
46,2555,131,2
46,2700,131,2
28,-82,132,2
44,-80,132,2
12,45,132,2
88,108,132,2
39,229,132,2
46,367,132,2
46,427,132,2
182,446,132,2
46,447,132,2
29,657,132,2
46,891,132,2
180,967,132,2
59,967,132,2
46,1117,132,2
61,1240,132,2
46,1633,132,2
56,1658,132,2
125,1682,132,2
60,1769,132,2
21,1832,132,2
23,2103,132,2
108,2103,132,2
22,2103,132,2
46,2111,132,2
188,2165,132,2
46,2370,132,2
4,2512,132,2
16,2512,132,2
86,2512,132,2
242,2512,132,2
46,2516,132,2
45,-86,0,3
16,-84,0,3
16,-83,0,3
38,-83,0,3
44,-82,0,3
42,-79,0,3
29,149,0,3
180,395,0,3
59,395,0,3
42,479,0,3
46,480,0,3
38,483,0,3
84,561,0,3
42,593,0,3
42,654,0,3
46,669,0,3
218,676,0,3
43,676,0,3
4,793,0,3
16,793,0,3
86,793,0,3
46,799,0,3
27,851,0,3
16,851,0,3
94,851,0,3
38,903,0,3
42,938,0,3
43,1074,0,3
218,1074,0,3
42,1074,0,3
46,1100,0,3
218,1103,0,3
43,1279,0,3
46,1280,0,3
218,1308,0,3
79,1415,0,3
46,1548,0,3
43,1720,0,3
218,1721,0,3
42,1721,0,3
231,1907,0,3
43,2048,0,3
218,2049,0,3
42,2049,0,3
46,2050,0,3
46,2227,0,3
43,2228,0,3
43,2431,0,3
42,2479,0,3
218,2498,0,3
46,2731,0,3
43,2734,0,3
27,2925,0,3
16,2925,0,3
94,2925,0,3
14,132,1,3
71,132,1,3
182,132,1,3
44,133,1,3
46,135,1,3
38,136,1,3
29,235,1,3
25,352,1,3
17,416,1,3
46,435,1,3
63,449,1,3
38,461,1,3
22,611,1,3
170,671,1,3
18,671,1,3
46,673,1,3
46,702,1,3
21,781,1,3
17,889,1,3
46,905,1,3
162,962,1,3
46,975,1,3
154,991,1,3
46,1051,1,3
46,1093,1,3
26,1189,1,3
46,1236,1,3
6,1317,1,3
46,1429,1,3
164,1430,1,3
46,1530,1,3
21,1552,1,3
8,1703,1,3
46,1758,1,3
188,1768,1,3
116,2095,1,3
46,2436,1,3
51,2619,1,3
7,2726,1,3
7,2727,1,3
135,2774,1,3
46,2976,1,3
11,-71,2,3
44,-70,2,3
14,-67,2,3
16,-65,2,3
16,-64,2,3
46,47,2,3
29,213,2,3
14,303,2,3
71,303,2,3
182,303,2,3
17,541,2,3
46,544,2,3
63,658,2,3
25,658,2,3
22,761,2,3
46,874,2,3
22,972,2,3
19,1047,2,3
174,1152,2,3
46,1222,2,3
22,1283,2,3
18,1344,2,3
170,1363,2,3
21,1404,2,3
46,1448,2,3
46,1535,2,3
17,1593,2,3
162,1652,2,3
154,1652,2,3
17,1740,2,3
46,1773,2,3
7,1951,2,3
143,2016,2,3
196,2082,2,3
46,2509,2,3
21,2561,2,3
8,2561,2,3
116,2562,2,3
12,-84,3,3
42,-83,3,3
44,-71,3,3
188,-56,3,3
46,-54,3,3
29,148,3,3
214,227,3,3
27,227,3,3
46,643,3,3
46,723,3,3
46,785,3,3
1,1044,3,3
46,1092,3,3
46,1093,3,3
42,1441,3,3
23,1444,3,3
42,1446,3,3
46,1530,3,3
46,1732,3,3
40,1733,3,3
46,1893,3,3
27,1971,3,3
46,1976,3,3
102,2138,3,3
42,2141,3,3
40,2145,3,3
46,2222,3,3
42,2324,3,3
37,2489,3,3
29,2798,3,3
48,2798,3,3
40,2895,3,3
44,-85,4,3
39,-83,4,3
15,-83,4,3
20,-82,4,3
41,187,4,3
46,277,4,3
77,394,4,3
29,416,4,3
25,436,4,3
17,498,4,3
17,505,4,3
63,550,4,3
46,639,4,3
23,680,4,3
46,749,4,3
21,866,4,3
46,909,4,3
46,950,4,3
60,1081,4,3
22,1229,4,3
46,1238,4,3
108,1280,4,3
46,1388,4,3
57,1439,4,3
46,1498,4,3
46,1506,4,3
46,1834,4,3
24,1911,4,3
96,2461,4,3
58,2461,4,3
24,2541,4,3
56,2588,4,3
69,2601,4,3
57,2601,4,3
123,2718,4,3
46,2981,4,3
182,-70,128,3
39,-69,128,3
44,-69,128,3
16,-69,128,3
16,-68,128,3
46,114,128,3
46,248,128,3
29,249,128,3
20,349,128,3
46,349,128,3
36,365,128,3
34,365,128,3
46,517,128,3
46,662,128,3
46,782,128,3
1,916,128,3
46,916,128,3
180,1075,128,3
59,1075,128,3
46,1076,128,3
46,1148,128,3
51,1429,128,3
7,1588,128,3
7,1823,128,3
135,1927,128,3
17,1947,128,3
46,1948,128,3
21,2071,128,3
162,2122,128,3
210,2200,128,3
32,2200,128,3
55,2493,128,3
9,2921,128,3
4,3082,128,3
112,3083,128,3
41,-82,129,3
16,-81,129,3
16,-80,129,3
29,155,129,3
25,286,129,3
17,301,129,3
63,333,129,3
46,447,129,3
5,628,129,3
46,659,129,3
46,855,129,3
215,973,129,3
152,988,129,3
60,1170,129,3
21,1245,129,3
23,1355,129,3
22,1468,129,3
108,1531,129,3
46,1532,129,3
2,1572,129,3
46,1675,129,3
46,1761,129,3
46,1830,129,3
46,2034,129,3
55,2199,129,3
247,2199,129,3
3,2229,129,3
149,2345,129,3
51,2507,129,3
141,2508,129,3
8,2653,129,3
21,2729,129,3
21,2754,129,3
116,2939,129,3
45,-84,130,3
44,-81,130,3
13,-80,130,3
12,-80,130,3
43,-69,130,3
16,-65,130,3
16,-64,130,3
218,-42,130,3
43,266,130,3
84,268,130,3
46,451,130,3
29,452,130,3
43,588,130,3
46,606,130,3
12,668,130,3
27,669,130,3
46,674,130,3
214,689,130,3
27,719,130,3
46,737,130,3
34,742,130,3
42,785,130,3
42,786,130,3
46,930,130,3
20,992,130,3
28,1027,130,3
36,1034,130,3
43,1120,130,3
13,1231,130,3
13,1232,130,3
46,1234,130,3
92,1434,130,3
42,1441,130,3
42,1442,130,3
218,1442,130,3
43,1442,130,3
46,1445,130,3
4,1591,130,3
16,1673,130,3
86,1686,130,3
27,1721,130,3
16,1721,130,3
94,1721,130,3
79,1798,130,3
42,1889,130,3
42,1893,130,3
46,1987,130,3
42,2174,130,3
218,2176,130,3
43,2176,130,3
58,2416,130,3
46,2529,130,3
46,2631,130,3
46,2793,130,3
119,2859,130,3
9,2859,130,3
46,2890,130,3
42,-58,131,3
42,-56,131,3
27,-49,131,3
46,136,131,3
28,359,131,3
178,382,131,3
42,428,131,3
46,577,131,3
46,658,131,3
46,765,131,3
29,883,131,3
42,970,131,3
42,980,131,3
180,1093,131,3
59,1093,131,3
40,1102,131,3
20,1121,131,3
15,1168,131,3
77,1169,131,3
46,1215,131,3
6,1419,131,3
190,1828,131,3
30,2055,131,3
46,2173,131,3
60,2227,131,3
23,2240,131,3
21,2370,131,3
22,2553,131,3
108,2594,131,3
30,2768,131,3
42,2885,131,3
42,2886,131,3
60,2969,131,3
44,-73,132,3
20,-72,132,3
14,-72,132,3
75,-72,132,3
29,55,132,3
28,130,132,3
88,153,132,3
12,153,132,3
25,328,132,3
17,328,132,3
25,359,132,3
63,359,132,3
17,359,132,3
28,465,132,3
19,465,132,3
46,527,132,3
67,530,132,3
10,530,132,3
212,531,132,3
46,533,132,3
19,617,132,3
46,628,132,3
46,717,132,3
10,869,132,3
46,924,132,3
28,972,132,3
46,1067,132,3
67,1068,132,3
98,1068,132,3
46,1191,132,3
30,1277,132,3
46,1341,132,3
46,1408,132,3
5,1539,132,3
39,1576,132,3
39,1578,132,3
46,1579,132,3
215,1724,132,3
46,1728,132,3
152,1745,132,3
46,1801,132,3
21,1804,132,3
17,1849,132,3
46,1885,132,3
162,1913,132,3
249,1954,132,3
46,2003,132,3
46,2197,132,3
21,2202,132,3
8,2202,132,3
116,2202,132,3
46,2365,132,3
51,2388,132,3
46,2465,132,3
46,2500,132,3
46,2735,132,3
46,3063,132,3
7,3080,132,3
44,-85,0,4
182,-80,0,4
216,-72,0,4
16,-71,0,4
14,83,0,4
71,83,0,4
34,88,0,4
29,169,0,4
20,291,0,4
36,372,0,4
2,385,0,4
50,385,0,4
11,386,0,4
46,439,0,4
56,524,0,4
69,651,0,4
57,651,0,4
5,731,0,4
46,798,0,4
3,901,0,4
145,921,0,4
46,928,0,4
46,994,0,4
22,1041,0,4
46,1044,0,4
18,1112,0,4
170,1144,0,4
1,1238,0,4
24,1385,0,4
147,1429,0,4
55,1703,0,4
247,1703,0,4
20,-86,1,4
16,-86,1,4
36,-86,1,4
34,-86,1,4
20,-75,1,4
16,-75,1,4
36,-75,1,4
34,-75,1,4
13,-70,1,4
39,-67,1,4
38,-67,1,4
46,94,1,4
20,105,1,4
13,105,1,4
39,108,1,4
41,189,1,4
29,273,1,4
38,318,1,4
25,420,1,4
17,420,1,4
63,437,1,4
73,479,1,4
46,481,1,4
19,483,1,4
46,537,1,4
46,667,1,4
185,676,1,4
46,803,1,4
60,820,1,4
46,851,1,4
46,891,1,4
23,957,1,4
21,980,1,4
46,1013,1,4
22,1130,1,4
108,1236,1,4
46,1255,1,4
21,1285,1,4
46,1418,1,4
116,1488,1,4
8,1488,1,4
51,1706,1,4
7,1824,1,4
7,1825,1,4
135,1843,1,4
38,-83,2,4
38,-82,2,4
216,-82,2,4
182,-80,2,4
44,-79,2,4
39,-79,2,4
27,311,2,4
178,311,2,4
28,311,2,4
29,345,2,4
46,451,2,4
20,452,2,4
16,452,2,4
36,452,2,4
34,452,2,4
180,524,2,4
59,524,2,4
27,650,2,4
16,650,2,4
94,650,2,4
46,661,2,4
4,724,2,4
46,848,2,4
16,960,2,4
86,1096,2,4
79,1096,2,4
46,1100,2,4
1,1193,2,4
56,1434,2,4
31,1434,2,4
27,1434,2,4
131,1434,2,4
46,1435,2,4
27,1599,2,4
16,1599,2,4
94,1600,2,4
90,1703,2,4
46,1708,2,4
23,1847,2,4
27,1847,2,4
102,1848,2,4
39,-85,3,4
44,-82,3,4
42,-79,3,4
45,-76,3,4
42,-76,3,4
38,-73,3,4
38,-72,3,4
16,-72,3,4
29,62,3,4
84,239,3,4
25,437,3,4
42,483,3,4
46,534,3,4
46,662,3,4
46,744,3,4
42,881,3,4
12,907,3,4
214,907,3,4
27,907,3,4
46,908,3,4
46,960,3,4
46,1180,3,4
42,1232,3,4
42,1233,3,4
65,1246,3,4
60,1397,3,4
46,1433,3,4
23,1570,3,4
21,1668,3,4
22,1709,3,4
108,1710,3,4
46,1759,3,4
12,-75,4,4
11,-74,4,4
44,-72,4,4
182,-68,4,4
38,-65,4,4
12,70,4,4
28,149,4,4
88,174,4,4
29,245,4,4
46,328,4,4
65,648,4,4
25,648,4,4
46,671,4,4
46,751,4,4
59,781,4,4
180,793,4,4
27,829,4,4
16,829,4,4
94,830,4,4
4,898,4,4
16,898,4,4
86,898,4,4
79,957,4,4
27,998,4,4
16,998,4,4
94,998,4,4
26,1068,4,4
46,1072,4,4
81,1074,4,4
231,1294,4,4
46,1435,4,4
1,1482,4,4
46,1587,4,4
60,1610,4,4
23,1690,4,4
21,1690,4,4
22,1690,4,4
108,1762,4,4
46,1765,4,4
42,-80,128,4
44,-77,128,4
42,-67,128,4
218,-62,128,4
43,-62,128,4
38,-61,128,4
38,-60,128,4
16,-57,128,4
29,238,128,4
84,301,128,4
46,358,128,4
46,537,128,4
180,701,128,4
59,701,128,4
28,866,128,4
13,866,128,4
92,866,128,4
46,868,128,4
42,872,128,4
42,970,128,4
46,971,128,4
42,994,128,4
31,1161,128,4
46,1215,128,4
42,1295,128,4
42,1296,128,4
218,1296,128,4
43,1296,128,4
46,1424,128,4
215,1443,128,4
254,1444,128,4
46,1446,128,4
218,1455,128,4
42,1455,128,4
46,1628,128,4
37,1887,128,4
45,-79,129,4
44,-76,129,4
29,49,129,4
181,113,129,4
46,156,129,4
38,175,129,4
2,292,129,4
50,446,129,4
2,446,129,4
46,453,129,4
38,466,129,4
42,483,129,4
46,537,129,4
42,539,129,4
46,674,129,4
41,827,129,4
20,904,129,4
13,905,129,4
73,911,129,4
19,955,129,4
46,957,129,4
46,1018,129,4
46,1078,129,4
46,1226,129,4
46,1423,129,4
185,1427,129,4
43,1491,129,4
218,1503,129,4
44,-75,130,4
20,-72,130,4
16,-72,130,4
16,-71,130,4
46,-64,130,4
38,-24,130,4
46,60,130,4
29,125,130,4
28,202,130,4
178,322,130,4
27,322,130,4
46,366,130,4
46,409,130,4
180,575,130,4
59,575,130,4
27,596,130,4
46,597,130,4
46,660,130,4
46,808,130,4
46,894,130,4
23,942,130,4
46,957,130,4
102,1154,130,4
46,1176,130,4
46,1241,130,4
15,1387,130,4
77,1388,130,4
6,1388,130,4
190,1699,130,4
44,-85,131,4
39,-85,131,4
216,-84,131,4
16,-83,131,4
182,-82,131,4
11,70,131,4
56,244,131,4
29,353,131,4
2,444,131,4
50,444,131,4
20,599,131,4
16,599,131,4
34,599,131,4
36,620,131,4
46,979,131,4
46,1081,131,4
54,1146,131,4
46,1217,131,4
137,1383,131,4
22,1460,131,4
18,1460,131,4
170,1461,131,4
46,1463,131,4
46,1702,131,4
20,-77,132,4
15,-77,132,4
77,-77,132,4
39,-62,132,4
46,96,132,4
39,98,132,4
46,179,132,4
39,182,132,4
46,308,132,4
44,353,132,4
46,430,132,4
41,567,132,4
44,699,132,4
46,701,132,4
46,705,132,4
29,796,132,4
2,819,132,4
50,891,132,4
2,891,132,4
46,939,132,4
60,1087,132,4
46,1089,132,4
46,1229,132,4
21,1759,132,4
23,1823,132,4
14,-63,0,5
71,-63,0,5
182,-63,0,5
44,-63,0,5
29,218,0,5
46,279,0,5
18,368,0,5
25,450,0,5
63,551,0,5
20,553,0,5
16,553,0,5
36,553,0,5
34,553,0,5
181,557,0,5
46,558,0,5
22,679,0,5
46,718,0,5
19,739,0,5
22,952,0,5
174,968,0,5
46,1040,0,5
22,1324,0,5
18,1324,0,5
170,1324,0,5
196,1354,0,5
42,-82,1,5
218,-78,1,5
43,-78,1,5
44,-76,1,5
38,-75,1,5
38,-68,1,5
16,-68,1,5
38,-63,1,5
218,-57,1,5
29,285,1,5
46,350,1,5
42,371,1,5
84,430,1,5
42,466,1,5
16,520,1,5
16,526,1,5
43,618,1,5
27,667,1,5
218,668,1,5
42,668,1,5
12,773,1,5
214,797,1,5
218,811,1,5
42,811,1,5
20,814,1,5
34,869,1,5
46,869,1,5
36,897,1,5
20,944,1,5
43,946,1,5
60,1030,1,5
42,1070,1,5
15,1119,1,5
218,1141,1,5
43,1141,1,5
77,1154,1,5
42,1214,1,5
46,1273,1,5
218,1304,1,5
46,1306,1,5
1,1391,1,5
30,1463,1,5
46,1484,1,5
216,-84,2,5
44,-83,2,5
39,-83,2,5
182,-82,2,5
16,-79,2,5
14,32,2,5
71,66,2,5
14,66,2,5
2,120,2,5
29,215,2,5
46,252,2,5
39,256,2,5
16,267,2,5
50,350,2,5
2,350,2,5
20,422,2,5
36,422,2,5
34,422,2,5
40,423,2,5
20,548,2,5
14,548,2,5
75,549,2,5
12,550,2,5
28,584,2,5
88,589,2,5
212,589,2,5
46,851,2,5
46,938,2,5
54,1069,2,5
46,1229,2,5
137,1252,2,5
22,1371,2,5
18,1371,2,5
170,1371,2,5
24,1480,2,5
147,1543,2,5
14,-86,3,5
71,-86,3,5
182,-86,3,5
16,-84,3,5
41,121,3,5
29,158,3,5
20,266,3,5
13,266,3,5
73,266,3,5
20,322,3,5
34,322,3,5
46,353,3,5
36,376,3,5
46,436,3,5
46,525,3,5
48,687,3,5
11,728,3,5
5,826,3,5
3,933,3,5
56,1029,3,5
69,1161,3,5
57,1161,3,5
145,1184,3,5
19,1275,3,5
185,1325,3,5
1,1403,3,5
22,1552,3,5
18,1552,3,5
170,1552,3,5
45,-88,4,5
181,-85,4,5
44,-61,4,5
29,184,4,5
40,303,4,5
13,305,4,5
13,380,4,5
